ep,start,end,dur,text,chi_prob,in_dataset
ep12,539.22,541.52,2.3,ていうかこのゲーム表情も変わるよ,0.034,0
ep12,541.52,543.5,1.98,すっげーなー,0.027,0
ep12,543.5,545.3,1.8,ああ素人丸出しだな,0.028,0
ep12,545.3,547.96,2.66,このゲームは俺たちの声に反応して,0.025,0
ep12,547.96,550.84,2.88,表情やアクションを変えてくれるんだよっと,0.036,0
ep12,550.84,551.74,0.9,ああー,,0
ep12,551.74,553.18,1.44,清水先生すみません,0.012,0
ep12,553.18,554.7,1.52,あのすぐやめますから,0.002,0
ep12,554.7,555.56,0.86,バーカ,,0
ep12,555.56,556.84,1.28,俺だよ俺,0.15,0
ep12,556.84,557.58,0.74,え?,,0
ep12,558.06,558.66,0.6,しんぼ?,,0
ep12,559.32,561.48,2.16,なんで清水先生そっくりなキャラなんだ,0.027,0
ep12,561.48,565.46,3.98,急いで作ったからなんとなく似ただけだよ,0.005,0
ep12,565.46,569.46,4.0,んーけどその顔でその声だとどうもな,0.009,0
ep12,569.46,570.54,1.08,お待たせします,0.001,0
ep12,570.54,573.06,2.52,さあ、オッケに出かけましょう,0.105,0
ep12,573.06,574.42,1.36,ぜかー,0.017,0
ep12,574.42,577.46,3.04,ゲームの中のサイズは自由だからな,0.023,0
ep12,577.46,578.74,1.28,な、なるほど,0.01,0
ep12,578.74,581.46,2.72,あれ、どうした?,0.002,0
ep12,582.58,584.58,2.0,ちーが、ちーがいない,0.04,0
ep12,584.58,590.96,6.38,ちー!どこだー!ちー!,0.03,0
ep12,590.96,593.86,2.9,おいGどうした,0.001,0
ep12,593.86,596.36,2.5,どこ行っちゃったんだよ,0.026,0
ep12,596.36,597.28,0.92,無理だよ,,0
ep12,597.28,600.52,3.24,ゲーム中は他の機能全部停止状態だから,0.004,0
ep12,600.52,601.88,1.36,そうなのか,0.039,0
ep12,601.88,603.86,1.98,じゃあGはどうなっちまったんだ,0.024,0
ep12,603.86,606.52,2.66,どうしてGだけここにはいないんだよ,0.005,0
ep12,606.52,609.86,3.34,おそらく他のサーバーにつながったんだろうね,0.035,0
ep12,610.1,612.9,2.8,ようやくつながったみたいだね,0.066,0
ep12,612.9,614.24,1.34,元諏訪さん,0.016,0
ep12,614.24,616.08,1.84,ミノルくん,0.077,0
ep12,616.08,619.76,3.68,このゲームは街ごとに違うサーバーを使っていて,0.007,0
ep12,619.76,623.34,3.58,同時に遊べるプレイヤーの人数を制限してるんだよ,0.034,0
ep12,623.34,627.04,3.7,つまりこの街は店員いっぱいなんで,0.026,0
ep12,627.04,631.24,4.2,チーさんは他の街へ強制的に送られた可能性があるってことだ,0.008,0
ep12,631.24,632.26,1.02,大変じゃないか,0.016,0
ep12,632.26,634.44,2.18,早く探さないと,0.002,0
ep12,634.44,635.62,1.18,落ち着いて,0.093,0
ep12,635.62,639.7,4.08,他の街といってもサーバーは常時20個が動いていて,0.016,0
ep12,639.7,643.22,3.52,その中でさらに15個の街に分かれているから,0.044,0
ep12,643.22,644.34,1.12,合計で,0.025,0
ep12,644.34,645.84,1.5,ナコタどうでもいい,0.011,0
ep12,645.84,648.44,2.6,チーを一人ぼっちにするわけにはいかないだろ,0.004,0
ep12,648.44,649.72,1.28,俺は行くぞ,0.003,0
ep12,649.72,652.88,3.16,ああすみません,0.039,0
ep12,652.88,655.16,2.28,これだからど素人は,0.002,0
ep12,655.16,656.76,1.6,男,0.049,0
ep12,656.76,659.04,2.28,あんたみたいのが来ると,0.005,0
ep12,659.04,661.14,2.1,ゲームがやりにくくなるんだよね,0.003,0
ep12,661.14,663.9,2.76,頼むから変なことしないでよ,0.026,0
ep12,663.9,665.18,1.28,な、なんだと,0.004,0
ep12,665.18,667.12,1.94,まあまあ元沢さん,0.012,0
ep12,667.12,670.5,3.38,別にこのゲームはあなただけのものじゃない,0.008,0
ep12,670.5,673.76,3.26,誰がプレイしようと自由なはずだ,0.003,0
ep12,673.76,676.9,3.14,相変わらずキレイ事が好きだね,0.005,0
ep12,676.9,678.48,1.58,国分寺君,0.065,0
ep12,678.48,679.22,0.74,君,,0
ep12,679.22,680.4,1.18,僕のこと,0.042,0
ep12,680.4,683.1,2.7,ネットじゃ有名人だからね,0.074,0
ep12,683.1,686.92,3.82,ま、せいぜい素人さんと仲良くしてなよ,0.002,0
ep12,686.92,689.64,2.72,じゃあね,0.013,0
ep12,689.64,694.16,4.52,なんだあいつ,0.003,0
ep12,694.16,698.16,4.0,ネットにはああいうマナーの悪い奴もいるんだよ,0.006,0
ep12,698.16,699.8,1.64,なるほどね,0.027,0
ep12,699.8,702.32,2.52,って、こんなことしてる場合じゃない,0.011,0
ep12,702.32,704.5,2.18,待ってる、おっちー,0.005,0
ep12,704.5,706.36,1.86,おい、戻すわ,0.001,0
ep12,706.36,707.82,1.46,ちー,0.024,0
ep12,708.76,710.96,2.2,ジー!どこだー!,0.025,0
ep12,718.96,722.26,3.3,ジー!どこだー!ジー!,0.071,0
ep12,722.82,725.38,2.56,待ってろ、すぐ見つけてやるからな!,0.013,0
ep12,733.76,736.48,2.72,出たら、行くぞー!,0.006,0
ep12,737.82,739.82,2.0,何?,0.068,0
ep12,739.82,741.82,2.0,ちょっと待て!,0.019,0
ep12,741.82,743.82,2.0,大勢なんて卑怯だぞ!,0.017,0
ep12,747.82,749.82,2.0,えっ?,0.049,0
ep12,749.82,752.82,3.0,あいつには、剣は通用しないんだよ。,0.004,0
ep12,752.82,754.82,2.0,説明書はしっかり読みましょう!,0.021,0
ep12,754.82,756.82,2.0,そ、そうだったのか。,0.033,0
ep12,756.82,760.82,4.0,お前、もしかしてこの手のゲームするの?,0.051,0
ep12,760.82,762.82,2.0,ああ、初めてだよ。,0.003,0
ep12,762.82,766.82,4.0,高校の時は牛のセアばっかで、ゲームしてる暇なかったし。,0.012,0
ep12,766.82,772.7,5.88,それでいきなり一人で冒険なんて無茶です無謀ですおばかさんです,0.062,0
ep12,772.7,773.82,1.12,うるさい!,0.03,0
ep12,773.82,777.32,3.5,おい!だから一人で行くなって,0.008,0
ep12,777.32,781.42,4.1,あんなヤバそうなモンスターがいっぱいいるんだ,0.001,0
ep12,781.42,783.82,2.4,なおさら地位一人にするわけにはいかない,0.006,0
ep12,783.82,787.22,3.4,ゲームなんだけど,0.013,0
ep12,787.22,788.82,1.6,なんだけど,0.16,0
ep12,788.82,793.82,5.0,ああああああああ,0.008,0
ep12,793.82,797.82,4.0,あ、来な!あっち行け!,0.003,0
ep12,797.82,802.82,5.0,ん?,0.061,0
ep12,802.82,807.82,5.0,あーーー!,0.021,0
ep12,807.82,810.82,3.0,あーーー!,0.011,0
ep12,810.82,817.82,7.0,あーーー!,0.014,0
ep12,817.82,820.82,3.0,あああああああ,0.011,0
ep12,820.82,823.82,3.0,あああ 初心者丸出しだね,0.039,0
ep12,823.82,827.82,4.0,やっぱり無茶です 無謀です おばかさんです,0.134,0
ep12,827.82,830.82,3.0,うるさーい,0.032,0
ep12,834.82,837.82,3.0,けっ 結局見つからなかった,0.004,0
ep12,839.82,843.82,4.0,ゲーム終了 お疲れ様でした,0.046,0
ep12,843.82,846.82,3.0,チッチー,0.775,1
ep12,846.82,849.86,3.04,チーどこ行ってたんだ,0.007,0
ep12,849.86,851.4,1.54,わからない,0.86,1
ep12,851.4,854.18,2.78,でも秀樹の声は聞こえた,0.698,1
ep12,854.18,855.5,1.32,俺の声が,0.014,0
ep12,855.5,858.26,2.76,でも秀樹と一緒じゃなかった,0.962,1
ep12,858.26,861.86,3.6,よし今晩またやろうな,0.022,1
ep12,861.86,864.68,2.82,チー今度はきっと一緒にできるさ,0.004,0
ep12,864.68,865.82,1.14,チー,0.821,1
ep12,870.3,871.06,0.76,あら,,0
ep12,871.06,873.22,2.16,おはようございます,0.008,0
ep12,873.22,878.44,5.22,いってらっしゃい,0.03,0
ep12,878.44,884.04,5.6,ほんと,0.029,0
ep12,884.04,886.86,2.82,二人ともいい根性してるわね,0.061,0
ep12,886.86,889.56,2.7,どこだ,0.011,0
ep12,889.56,890.06,0.5,チ,,0
ep12,890.06,895.2,5.14,まいったな,0.001,0
ep12,895.2,898.16,2.96,結局今日の授業も寝ちまったし,0.004,0
ep12,898.16,900.2,2.04,こんなんで俺,0.112,0
ep12,900.2,902.12,1.92,受験大丈夫なのか,0.135,0
ep12,902.12,903.28,1.16,元諏訪君?,0.002,0
ep12,903.28,905.46,2.18,は、はい!喜んで!,0.029,0
ep12,905.46,907.84,2.38,うん。で、どうだった?,0.021,0
ep12,907.84,908.5,0.66,え?,,0
ep12,908.5,910.04,1.54,楽しんでるのか?,0.034,0
ep12,910.04,912.42,2.38,えっ?何の話です?,0.015,0
ep12,912.42,914.58,2.16,あれだよ、DVD。,0.001,0
ep12,914.58,918.88,4.3,随分寝不足みたいだし、朝まで見まくり状態なのか?,0.018,0
ep12,918.88,921.62,2.74,い、いえ。まだソフト買ってないですし。,0.003,0
ep12,921.62,923.96,2.34,なに?まだ何も見てないのか?,0.003,0
ep12,923.96,926.36,2.4,それはいかん。よし、これを持って行け。,0.008,0
ep12,926.36,928.0,1.64,おぉ!,0.03,0
ep12,928.0,929.36,1.36,店長、これは…,0.001,0
ep12,929.36,931.36,2.0,俺の秘蔵コレクションだ!,0.006,0
ep12,931.36,933.36,2.0,返却はいつでもいいぞ!,0.002,0
ep12,933.36,934.36,1.0,はい!,0.02,0
ep12,934.36,935.86,1.5,何してるんですか?,0.107,0
ep12,935.86,937.86,2.0,うわぁー!,0.008,0
ep12,937.86,939.86,2.0,あー、DVDのソフト!,0.071,0
ep12,939.86,942.36,2.5,先輩、何借りたんですか?,0.041,0
ep12,942.36,945.36,3.0,あっ、アクションものだよ!ほら、アクションもの!,0.03,0
ep12,945.36,948.86,3.5,そうそう!俺の秘蔵のアクションものをな!,0.063,0
ep12,948.86,950.86,2.0,ははははは!,0.008,0
ep12,950.86,952.86,2.0,うわっ!,0.01,0
ep12,952.86,956.86,4.0,はぁー!,0.001,0
ep12,956.86,960.86,4.0,チー、ゲームやるの楽しみにしてるんだろうな,0.015,0
ep12,960.86,962.86,2.0,今度はきっと一緒にできるさ!,0.011,0
ep12,962.86,964.86,2.0,チー!,0.145,1
ep12,964.86,970.86,6.0,とは言ったものの、毎日ゲームばっかりってわけにもいかんよな,0.1,0
ep12,970.86,974.86,4.0,よし!チーには悪いけど、今夜はゆっくり寝て!,0.004,0
ep12,974.86,976.86,2.0,明日から猛勉強だ!,0.002,0
ep12,976.86,981.02,4.16,魔法、回復、アイテム,0.78,1
ep12,981.02,982.24,1.22,ただいま,0.012,1
ep12,982.24,985.1,2.86,おかえり、秀樹,0.746,1
ep12,985.1,986.76,1.66,今日もゲームする,0.761,1
ep12,986.76,989.12,2.36,今日は秀樹と一緒,0.448,1
ep12,989.12,991.74,2.62,あ、そ、そうだな,0.001,1
ep12,991.74,998.76,7.02,で、なんで今日も俺たちはいるんだ?,0.057,0
ep12,999.48,1000.5,1.02,いいじゃないか,0.161,0
ep12,1000.5,1002.46,1.96,大勢でやったほうが楽しいだろ,0.016,0
ep12,1002.46,1004.94,2.48,今日はチーも一緒だからな,0.043,0
ep12,1004.94,1005.54,0.6,チー,,0
ep12,1005.54,1008.54,3.0,じゃあゲームスタート,0.005,0
ep12,1011.54,1012.54,1.0,あれ?,0.008,0
ep12,1012.54,1016.54,4.0,なんでチーは今日もいないんだ,0.009,0
ep12,1016.54,1018.54,2.0,おかしいな,0.014,0
ep12,1018.54,1020.54,2.0,そんなにサーバーは混んでないんだけど,0.005,0
ep12,1020.54,1022.54,2.0,人数のせいじゃないのか?,0.071,0
ep12,1022.54,1025.54,3.0,やっぱり他の街へ行っちまってるのか?,0.004,0
ep12,1025.54,1028.54,3.0,パソコンの処理能力が高すぎると,0.042,0
ep12,1028.54,1030.54,2.0,ゲームのサーバーに負担がかかって,0.096,0
ep12,1030.54,1033.54,3.0,プレイできない場合があるらしいです,0.075,0
ep12,1033.54,1035.04,1.5,くそーーー!,0.029,0
ep12,1035.04,1036.04,1.0,おい!,0.094,0
ep12,1036.04,1037.04,1.0,チーン!,0.027,0
ep12,1037.04,1039.04,2.0,どこにいるんだー!,0.004,0
ep12,1041.04,1042.04,1.0,イテス!,0.009,0
ep12,1042.04,1044.04,2.0,一人で行動しないでください!,0.034,0
ep12,1044.04,1045.04,1.0,うるさい!,0.014,0
ep12,1046.04,1047.04,1.0,あー、違う!,0.111,0
ep12,1047.04,1048.04,1.0,そっちじゃない!,0.005,0
ep12,1048.04,1049.04,1.0,くそー!,0.046,0
ep12,1049.04,1050.04,1.0,くらえぇい!,0.029,0
ep12,1051.04,1053.54,2.5,だから魔法はむやみに打つなっての,0.009,0
ep12,1053.54,1054.54,1.0,待ってろ!,0.077,0
ep12,1054.54,1055.54,1.0,チーン!,0.02,0
ep12,1060.04,1060.54,0.5,でっ,,0
ep12,1061.34,1062.04,0.7,きっ,,0
ep12,1063.54,1072.44,8.9,おかわり,0.006,0
ep12,1076.34,1078.5,2.16,もにかく,0.026,0
ep12,1078.5,1081.68,3.18,もにかく,0.017,0
ep12,1081.68,1083.74,2.06,もにかく,0.076,0
ep12,1083.74,1086.02,2.28,もにかく,0.074,0
ep12,1086.02,1087.3,1.28,もにかく,0.056,0
ep12,1087.3,1089.18,1.88,もにかく,,0
ep12,1089.18,1091.02,1.84,な、なんだよあれ,0.015,0
ep12,1091.02,1093.52,2.5,ついにボスキャラの登場です,0.087,0
ep12,1093.52,1095.76,2.24,あいつは倒せないぜ,0.184,0
ep12,1095.76,1097.66,1.9,そんなに強いのか,0.008,0
ep12,1098.04,1100.78,2.74,雑誌とかネットの情報を見ても,0.161,0
ep12,1100.78,1103.56,2.78,まだ誰も倒したことがないんだよ,0.014,0
ep12,1103.56,1105.0,1.44,警告警告,0.032,0
ep12,1105.0,1106.84,1.84,危険です危険です,0.001,0
ep12,1106.84,1108.36,1.52,避難してください,0.142,0
ep12,1108.36,1112.66,4.3,ここを通れば次の街へ行けるんだよな,0.024,0
ep12,1112.66,1115.3,2.64,おいマジか,0.13,0
ep12,1115.3,1118.18,2.88,やめとけってあいつには勝てないよ,0.024,0
ep12,1118.18,1118.82,0.64,でも,,0
ep12,1118.82,1122.46,3.64,ジーが、ジーが待ってるかもしれないんだ,0.014,0
ep12,1122.46,1133.68,11.22,戻すわ!,0.003,0
ep12,1134.22,1135.8,1.58,しょうがねえな,0.004,0
ep12,1135.8,1136.9,1.1,つまも!,0.032,0
ep12,1140.5,1141.62,1.12,カルバナー!,0.042,0
ep12,1141.62,1142.16,0.54,そりそ!,,0
ep12,1148.82,1178.82,30.0,キタiii クソォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォォ,0.016,0
ep12,1178.82,1180.88,2.06,赤,0.008,0
ep12,1182.5,1183.4,0.9,ん,,0
ep12,1186.92,1188.42,1.5,ん,,0
ep12,1191.22,1192.64,1.42,ん,0.015,0
ep12,1194.54,1196.28,1.74,こさん,0.012,0
ep12,1197.66,1198.52,0.86,ん,,0
ep12,1200.2,1201.26,1.06,ん,,0
ep12,1202.9,1203.9,1.0,ん,0.024,0
ep12,1204.28,1204.96,0.68,ん,,0
ep12,1205.08,1206.0,0.92,ん,,0
ep12,1208.82,1210.2,1.38,ん,0.095,0
ep12,1223.58,1228.18,4.6,家 家のか,0.001,0
ep12,1238.82,1243.82,5.0,ちょっと待て!,0.008,0
ep12,1243.82,1246.82,3.0,チーが、チーがそこに!巻き戻してくれ!,0.002,0
ep12,1246.82,1249.82,3.0,無茶言うなよ、ビデオじゃないんだから,0.015,0
ep12,1249.82,1254.82,5.0,けど、なんなんだ今の?あれは確かにチーちゃんだったけど,0.004,0
ep12,1254.82,1257.82,3.0,ゲーム終了!,0.012,0
ep12,1261.82,1265.82,4.0,すげーぞ、チー!チーがボスキャラを倒したんだ!,0.011,0
ep12,1265.82,1268.94,3.12,ちぃ?ちぃ?何も覚えてない,0.817,1
ep12,1268.94,1271.4,2.46,え?どういうことだ,0.001,1
ep12,1271.4,1272.4,1.0,ちぃ?,0.804,1
ep12,1274.1,1278.38,4.28,行方不明になったちぃさんは別キャラになって現れ,0.01,0
ep12,1278.38,1280.56,2.18,無敵のボスキャラを倒した,0.001,0
ep12,1280.56,1286.44,5.88,もしかしてちぃさんはサーバーを超えるほどの処理能力をお持ちなのでしょうか,0.208,0
ep12,1286.44,1291.52,5.08,だとすると彼女のCPUはスーパーコンピューター並みってことに,0.003,0
ep12,1295.82,1300.22,4.4,秀樹もうゲームしないの,0.899,1
ep12,1300.22,1302.66,2.44,ああこれはもうクリアしたし,0.029,1
ep12,1302.66,1305.72,3.06,それにまたチーがどっか行っちゃうと困るしな,0.023,0
ep12,1305.72,1309.48,3.76,チー一緒にゲームできなかった,0.878,1
ep12,1309.48,1312.88,3.4,じゃあ今度別のゲームをしよう,0.003,1
ep12,1312.88,1314.78,1.9,ネットに繋がなくてもいいやつ,0.003,0
ep12,1314.78,1316.18,1.4,チー,0.955,1
ep12,1316.18,1317.18,1.0,うん,0.954,0
ep12,1317.18,1319.3,2.12,チー,0.717,1
ep12,1319.3,1322.0,2.7,ここにある別のゲーム,0.784,1
ep12,1322.0,1322.78,0.78,ほら,,0
ep12,1322.78,1324.96,2.18,それは店長の,0.01,0
ep12,1324.96,1327.76,2.8,これ一緒にしよう、秀樹,0.359,0
ep12,1327.76,1330.62,2.86,ち、ち、それはゲームじゃなくて,0.109,0
ep12,1330.62,1331.98,1.36,ゲームじゃなくて?,0.103,0
ep12,1332.22,1333.22,1.0,えーと、だから,0.05,0
ep12,1333.22,1333.96,0.74,何?,,0
ep12,1333.96,1336.34,2.38,ああああああああああ,0.067,0
ep12,1432.88,1434.96,2.08,勉強勉強また勉強だ,0.002,0
ep12,1434.96,1436.28,1.32,ひできこれ何,0.926,1
ep12,1436.28,1438.08,1.8,ああそれはビーチバラソル,0.009,1
ep12,1438.08,1439.72,1.64,The word person is Italian,0.034,0
ep12,1439.72,1440.44,0.72,これは,,0
ep12,1440.44,1446.28,5.84,それは浮き場水中の物体はその物体に押しのけた水の重さと同じ大きさの浮力を受ける,0.035,0
ep12,1446.28,1449.8,3.52,これは水着木木切る切る切れ木を,0.014,0
ep12,1449.8,1450.84,1.04,ここは海,0.077,0
ep12,1450.84,1454.4,3.56,でなんで海にいるんだほら,0.011,0
ep12,1454.4,1460.08,5.68,ちょびっつ次回地海行く困ったな楽しいぞ,0.0,0
ep13,96.64,108.64,12.0,もうすぐ夏だ,,0
ep13,108.64,113.64,5.0,俺にとって18回目の夏,0.009,0
ep13,113.64,119.68,6.04,けど浪人生の俺には季節が夏だろうが何だろうが関係ない,0.018,0
ep13,119.68,122.24,2.56,1に勉強,0.053,0
ep13,122.24,124.76,2.52,2に勉強だ,0.009,0
ep13,124.76,133.4,8.64,うーん,0.24,0
ep13,133.4,136.46,3.06,なかなか成績伸びないわね,0.244,0
ep13,136.46,138.58,2.12,すみません,0.001,0
ep13,138.58,141.24,2.66,どんな暗い顔しないの,0.063,0
ep13,141.24,142.16,0.92,大丈夫,,0
ep13,142.16,144.84,2.68,この夏みっちり勉強すれば,0.037,0
ep13,144.84,148.28,3.44,秋になる頃には必ず成果が現れてくるわ,0.074,0
ep13,148.28,150.6,2.32,ほ、本当ですか?,0.009,0
ep13,151.58,152.9,1.32,そうですよね,0.002,0
ep13,152.9,155.2,2.3,夏は天皇山って言いますもんね,0.002,0
ep13,155.2,156.5,1.3,俺頑張ります,0.009,0
ep13,156.5,159.5,3.0,そうよ本沢くん頑張って,0.017,0
ep13,159.5,160.38,0.88,はい,,0
ep13,172.16,175.02,2.86,おもちこり,,0
ep13,195.42,197.12,1.7,先輩!,0.1,0
ep13,198.76,200.18,1.42,ユ…ユミちゃん!,0.016,0
ep13,200.18,204.18,4.0,どうですか、この水着。今日のために買ってきたんですよ。,0.095,0
ep13,204.18,207.18,3.0,に、に、に、似合うよ、すっごく。,0.005,0
ep13,207.18,209.18,2.0,よかったわね。,0.045,0
ep13,209.18,211.18,2.0,今日は晴れて。,0.049,0
